,short_ma,long_ma,signal,regime,cumulative_return,sharpe
1448,12,42,18,1.0,0.9455854919433587,-0.048330358646273656
1020,6,33,5,1.0,0.9422006542968749,-0.0489158787786189
1689,15,60,20,1.0,0.941159203491211,-0.05563262253411361
1976,20,60,15,1.0,0.941159203491211,-0.05563262253411361
1829,18,33,20,1.0,0.9410503375244157,-0.05226415089431856
1918,20,33,18,1.0,0.9410503375244157,-0.05226415089431856
1639,15,37,20,1.0,0.9407935943603525,-0.05296302820542301
1926,20,37,15,1.0,0.9407935943603525,-0.05296302820542301
1854,18,46,11,1.0,0.9398908264160163,-0.053575358876951175
1538,13,37,18,1.0,0.9395494567871088,-0.0538736031314636
1835,18,37,13,1.0,0.9395494567871088,-0.0538736031314636
1149,7,42,20,1.0,0.9392739489746097,-0.053892153020451534
1388,10,60,18,1.0,0.9385114971923825,-0.054936100910802414
1883,18,60,10,1.0,0.9385114971923825,-0.054936100910802414
1828,18,33,18,1.0,0.936764614868165,-0.05669293968766136
1325,10,33,13,1.0,0.9351717596435549,-0.058062432586278294
1523,13,33,10,1.0,0.9351717596435549,-0.058062432586278294
1217,9,28,16,1.0,0.9349053790283215,-0.05828760705857229
1423,12,33,10,1.0,0.9349053790283215,-0.05828760705857229
1514,13,28,11,1.0,0.9349053790283215,-0.05828760705857229
1892,20,24,8,1.0,0.9349053790283215,-0.05828760705857229
1316,10,28,15,1.0,0.9347927410888685,-0.05838814586461053
1415,12,28,13,1.0,0.9347927410888685,-0.05838814586461053
1613,15,28,10,1.0,0.9347927410888685,-0.05838814586461053
1334,10,37,11,1.0,0.9341749639892576,-0.058951752048979934
