,short_ma,long_ma,signal,cumulative_return,sharpe
2154,9,31,15,0.5251263403320319,-0.24198111044852935
5256,14,20,13,0.5249136462402328,-0.2404312825645742
4601,13,20,14,0.5249136462402328,-0.2404312825645742
3327,11,22,20,0.5249119372558605,-0.2407401809013525
3544,11,36,13,0.5247451678466807,-0.2405165328291239
2636,10,20,17,0.5246396051025366,-0.24247288666817496
6565,16,20,10,0.5246357482910112,-0.24148367416034924
7221,17,20,10,0.5245912017822272,-0.24233853899993602
3814,11,53,11,0.5244706744384742,-0.24311934724107068
9204,20,22,9,0.5244007208251974,-0.241966183804666
2635,10,20,16,0.5243820520019512,-0.24155164820878186
2858,10,34,15,0.5243389520263662,-0.24108239561154873
1628,8,39,17,0.5243149554443342,-0.24250886704863786
6011,15,26,16,0.5243132720947271,-0.24108525750527765
2764,10,28,17,0.5242351324462885,-0.24153199777195586
6042,15,28,15,0.5240405828857418,-0.2411283958902012
7416,17,32,13,0.5237947393798821,-0.24191055577864415
4796,13,32,17,0.5237947393798821,-0.24191055577864415
5444,14,32,9,0.5237172711181634,-0.24271326502226268
9194,20,21,15,0.523691473388674,-0.24194729721511268
5286,14,22,11,0.5236856579589867,-0.24327884569929387
3321,11,22,14,0.5236856579589867,-0.24327884569929387
6419,15,52,8,0.5236536126708983,-0.24331921961810618
5428,14,31,9,0.5236472467041001,-0.24301132916150117
3289,11,20,14,0.5235229431152347,-0.24325227974594474
5254,14,20,11,0.5235229431152347,-0.24325227974594474
1740,8,46,17,0.5234710314941392,-0.24283125643656195
1834,8,52,15,0.523375852661131,-0.24353639893641327
2520,9,54,13,0.523351674194337,-0.2438408124137213
2504,9,53,13,0.523351674194337,-0.2438408124137213
5124,13,53,9,0.523351674194337,-0.2438408124137213
5140,13,54,9,0.523351674194337,-0.2438408124137213
1915,8,57,16,0.5233058422851575,-0.24415807703676448
3398,11,27,11,0.5232285900878881,-0.24290449587263918
5935,15,21,20,0.5229532659912095,-0.24238905162559393
9332,20,30,9,0.5227695257568352,-0.24141939000822693
3450,11,30,15,0.5227484210205092,-0.24259947079853905
6070,15,30,11,0.5227484210205092,-0.24259947079853905
1995,9,21,16,0.5227125439453121,-0.2440075476304466
6580,16,21,9,0.5227125439453121,-0.2440075476304466
5812,14,55,9,0.5226913964843773,-0.2440302561789151
2110,9,28,19,0.5226350982665978,-0.2437633821179336
4843,13,35,16,0.5225892645263682,-0.2431130926982279
6808,16,35,13,0.5225892645263682,-0.2431130926982279
8601,19,24,14,0.5225788220214816,-0.24258966379178204
5326,14,24,19,0.5223847180175792,-0.24281571759190998
5637,14,44,10,0.5222789123535132,-0.2429516558089037
4110,12,30,19,0.5221613946533201,-0.24308659804306626
6260,15,42,9,0.5220871008300801,-0.24411085612205335
2330,9,42,15,0.5220871008300801,-0.24411085612205335
2953,10,40,14,0.5220614019775418,-0.24342414665063475
9757,20,56,18,0.5220516528320329,-0.24486992130607976
8463,18,56,20,0.5220516528320329,-0.24486992130607976
8711,19,31,12,0.5220131292724609,-0.24311187508195653
1950,8,59,19,0.5217270849609356,-0.2442377297836169
4780,13,31,17,0.5216178472900395,-0.24360200456444922
8882,19,42,7,0.5215963952636721,-0.2452944822912027
3502,11,33,19,0.5215924176025376,-0.243383763655972
1467,8,29,16,0.5215414965820295,-0.24462583309844085
1770,8,48,15,0.5215340112304706,-0.24520035054412748
9241,20,24,14,0.521416341552735,-0.24417011296353947
7915,18,22,16,0.5212486389160138,-0.24417848437768033
5919,15,20,20,0.5212068902587856,-0.2433695548308924
6604,16,22,17,0.5211469683837886,-0.24339892001599117
2601,9,59,14,0.521129503173827,-0.24608780140396047
8881,19,42,6,0.5211026971435568,-0.24583445141032012
6084,15,31,9,0.5209573431396479,-0.2452044871495262
5526,14,37,11,0.5208455499267594,-0.24436736137812737
7256,17,22,13,0.5208179083251937,-0.24373128386704113
6868,16,39,9,0.5206950048828122,-0.244902107033146
5466,14,33,15,0.5206307617187482,-0.2437622186542656
6121,15,33,14,0.5206307617187482,-0.2437622186542656
7930,18,23,15,0.5205251544189469,-0.2438424989466777
6776,16,33,13,0.5205126281738293,-0.24393454705013265
4188,12,35,17,0.5203801995849583,-0.24432929365244124
4103,12,30,12,0.520347919921875,-0.24446084650514588
5982,15,24,19,0.5203091168212896,-0.24479434436069522
8835,19,39,8,0.5202917559814446,-0.24496514019051444
5327,14,24,20,0.5202636212158207,-0.24481442728554936
6713,16,29,14,0.5201740148925773,-0.24397461842153115
9804,20,59,17,0.5201377239990255,-0.24749006076548524
7855,17,59,20,0.5201377239990255,-0.24749006076548524
895,7,34,20,0.5200795050048815,-0.24484460933379298
9282,20,27,7,0.5200458978271462,-0.2452180662466885
3246,10,58,19,0.5199942144775376,-0.2460824636884354
7320,17,26,13,0.5199821282958993,-0.24408223960693512
3293,11,20,18,0.5199413336181663,-0.24421335003236383
4700,13,26,17,0.5199342041015629,-0.2438096850187509
4811,13,33,16,0.5199299133300788,-0.24459027314041032
6621,16,23,18,0.5198964227294938,-0.24492620880541208
6559,15,60,20,0.519840350341795,-0.24752074748059263
9818,20,60,15,0.519840350341795,-0.24752074748059263
9141,19,58,10,0.5198273382568339,-0.24608143095559845
6601,16,22,14,0.5197427728271478,-0.24421917295917242
4654,13,23,19,0.5196602832031265,-0.2441620642069958
4279,12,41,12,0.5196347949218737,-0.24508422735568453
6591,16,21,20,0.5195992840576185,-0.24522975881018447
8602,19,24,15,0.5195194219970688,-0.2454917711093052
2696,10,24,13,0.5194345532226569,-0.24555454488696696
4661,13,24,10,0.5194345532226569,-0.24555454488696696
1148,7,50,17,0.5191857849121092,-0.2467852300869226
5967,15,23,20,0.5191763580322268,-0.24565671181598178
6637,16,24,18,0.5191763580322268,-0.24565671181598178
4646,13,23,11,0.519153441162111,-0.24640851432193422
3336,11,23,13,0.519153441162111,-0.24640851432193422
5979,15,24,16,0.5191046173095696,-0.2450880692073463
6634,16,24,15,0.5191046173095696,-0.2450880692073463
9118,19,56,19,0.5190826562500024,-0.24685821334810507
8584,19,23,13,0.519054308471679,-0.24474677694745517
4750,13,29,19,0.5190515661621081,-0.24637568557408684
7307,17,25,16,0.519003455200195,-0.24577465524785277
6652,16,25,17,0.519003455200195,-0.24577465524785277
2173,9,32,18,0.518989871215818,-0.24657969780097685
7260,17,22,17,0.5189049755859357,-0.2458444790141614
6678,16,27,11,0.5187662603759774,-0.24502297378894144
3403,11,27,16,0.5186314605712891,-0.24515952100697957
3191,10,55,12,0.5185004083251938,-0.24686773061619374
4501,12,55,10,0.5185004083251938,-0.24686773061619374
7220,17,20,9,0.5184504077148446,-0.24670565983502138
1980,9,20,17,0.5184504077148446,-0.24670565983502138
974,7,39,19,0.5183823193359374,-0.24709184138579574
1948,8,59,17,0.5183394360351532,-0.24675906738830278
366,6,42,19,0.5182984832763703,-0.24760081031728137
7931,18,23,16,0.518148325805667,-0.2460247838754106
9210,20,22,15,0.518148325805667,-0.2460247838754106
3510,11,34,11,0.5181085784912082,-0.24656754964866182
9226,20,23,15,0.5181062597656235,-0.24613225185989154
7947,18,24,16,0.5181062597656235,-0.24613225185989154
1597,8,37,18,0.5180258184814438,-0.24681451777740024
9058,19,53,7,0.517862274169922,-0.24712744166868333
5951,15,22,20,0.5177669061279271,-0.24621639073526122
2859,10,34,16,0.5176325909423843,-0.2470859981442014
81,6,25,6,0.5176241705322232,-0.2428209748989672
3751,11,49,12,0.5174687884521468,-0.24663003825687232
4406,12,49,11,0.5174687884521468,-0.24663003825687232
6244,15,41,9,0.5172971643066383,-0.24757542932554308
2314,9,41,15,0.5172971643066383,-0.24757542932554308
8690,19,30,7,0.5171696844482462,-0.24696583354287285
2137,9,30,14,0.517115686645509,-0.24771445707446366
796,7,28,17,0.5169851342773429,-0.2471993771219205
2026,9,23,15,0.5169402673339833,-0.24739872289116566
5956,15,23,9,0.5169402673339833,-0.24739872289116566
781,7,27,18,0.516799481201176,-0.24784768998417012
9521,20,42,6,0.5167978955078126,-0.24917719956993173
704,7,23,5,0.5167496466064464,-0.24394218446372876
6012,15,26,17,0.5166622277832025,-0.24731840388624546
7322,17,26,15,0.5166622277832025,-0.24731840388624546
1659,8,41,16,0.5165661444091799,-0.24784742964012063
1483,8,30,16,0.5164103131103519,-0.24769407221161482
5917,15,20,18,0.5163909472656264,-0.24735336136683295
2828,10,32,17,0.5163554492187474,-0.24697052869921068
3561,11,37,14,0.5162543225097638,-0.24740709630840116
5542,14,38,11,0.5161937933349605,-0.2471460748744451
5205,13,58,10,0.5160874047851575,-0.2489749674482869
7346,17,28,7,0.5160052978515627,-0.24811579521595423
7779,17,55,8,0.5159198736572285,-0.2488661054082859
4007,12,24,12,0.5158691717529313,-0.2483926701775777
9366,20,32,11,0.5158069415283181,-0.24772216517406762
1918,8,57,19,0.5157435552978487,-0.24844179482510206
719,7,23,20,0.5156379644775403,-0.24912420325279225
5412,14,30,9,0.5154318884277368,-0.24942183030442078
1117,7,48,18,0.5154258007812474,-0.25083582704897867
6821,16,36,10,0.5153873297119135,-0.24769971155605408
6707,16,29,8,0.5153229992675763,-0.24960535251219754
6837,16,37,10,0.5150877526855476,-0.24852151796262542
7276,17,23,17,0.5149752667236362,-0.24796656673702364
5462,14,33,11,0.5149664068603511,-0.24909074584665333
6532,15,59,9,0.5149479150390668,-0.24872684262941383
350,6,41,19,0.5147763415527323,-0.24969569031011002
8865,19,41,6,0.5147763415527323,-0.24969569031011002
9218,20,23,7,0.5145862243652353,-0.2499068827328934
4009,12,24,14,0.5145735797119142,-0.24871146896390978
3339,11,23,16,0.5145411724853535,-0.24877833264418658
9442,20,37,7,0.5144582238769504,-0.24956097020573179
4374,12,47,11,0.5144354016113283,-0.24868912983600325
3719,11,47,12,0.5144354016113283,-0.24868912983600325
8243,18,43,8,0.5143754113769512,-0.2498917777060716
3111,10,50,12,0.514367865600587,-0.24935789380878173
4421,12,50,10,0.514367865600587,-0.24935789380878173
859,7,32,16,0.5143456909179671,-0.24993002748460563
7986,18,27,7,0.5142634399414061,-0.2496786429384526
3830,11,54,11,0.5142504742431626,-0.24984892361231195
6586,16,21,15,0.5139616003417984,-0.24872552874067924
4533,12,57,10,0.5139567987060549,-0.2503063240683266
3223,10,57,12,0.5139567987060549,-0.2503063240683266
1450,8,28,15,0.5139337341308622,-0.24970887659739
3798,11,52,11,0.5138208148193362,-0.2500551747746345
6035,15,28,8,0.5138152307128923,-0.25025314918987024
7795,17,56,8,0.5137660253906255,-0.2504479788638812
7318,17,26,11,0.5136217114257828,-0.2485481551884839
7571,17,42,8,0.5134403546142605,-0.2506919051170129
5966,15,23,19,0.5134045770263672,-0.24947354025452032
8211,18,41,8,0.5133922723388687,-0.25095262376603616
3388,11,26,17,0.5133828112792985,-0.24868622103277813
3017,10,44,14,0.5133796789550791,-0.24967522673811884
5796,14,54,9,0.5133674664306637,-0.2500768753935013
6606,16,22,19,0.5133433001708999,-0.2491502908898358
7476,17,36,9,0.5133335748291016,-0.2510727533753939
5389,14,28,18,0.5132894555664077,-0.24962746983490167
8467,18,57,8,0.5132440258789078,-0.2505641116794351
6276,15,43,9,0.5131761950683587,-0.25087147044603103
6548,15,60,9,0.5131547692871072,-0.2500585878927681
2827,10,32,16,0.513151126708986,-0.25012065153189117
3990,12,23,11,0.5130764965820361,-0.25013865328130724
3335,11,23,12,0.5130764965820361,-0.25013865328130724
7878,18,20,11,0.5130591333007808,-0.24991836578940219
8705,19,31,6,0.51302265197754,-0.25145951273777833
8009,18,28,14,0.5130104522705096,-0.24946586663581152
9257,20,25,14,0.5129988818359396,-0.24996865704795168
7492,17,37,9,0.5129775262451163,-0.2507589769725612
4263,12,40,12,0.5129560186767599,-0.24983810951665059
5927,15,21,12,0.5129449603271496,-0.24892583551361713
5319,14,24,12,0.5129158764648458,-0.25034832183755346
9026,19,51,7,0.512865949096679,-0.2510798479977899
4582,12,60,11,0.5128617163085922,-0.2511112923105362
9363,20,32,8,0.5128575787353531,-0.25064365334648553
8162,18,38,7,0.5128353137207011,-0.25092765429253117
2759,10,28,12,0.5128305847167969,-0.2502771765599197
4069,12,28,10,0.5128305847167969,-0.2502771765599197
4200,12,36,13,0.512796953125001,-0.24973358078999597
4855,13,36,12,0.512796953125001,-0.24973358078999597
3497,11,33,14,0.512794735717774,-0.2501060878380202
6403,15,51,8,0.5127889422607433,-0.2522201342940446
8975,19,47,20,0.5127515155029294,-0.2517276045896711
9614,20,47,19,0.5127515155029294,-0.2517276045896711
8163,18,38,8,0.5126574438476593,-0.2512416704573184
2907,10,37,16,0.5125630157470712,-0.24979288592148716
9474,20,39,7,0.5124792773437499,-0.2512064247169232
5965,15,23,18,0.5124789581298814,-0.25061037702308725
8571,19,22,16,0.5124748016357401,-0.25008840569313184
7259,17,22,16,0.5124517694091782,-0.25088626488493715
6516,15,58,9,0.5124514904785172,-0.2514968681310997
6149,15,35,10,0.512396793823241,-0.25046515918881535
9195,20,21,16,0.5123640863037132,-0.25008938625569604
3577,11,38,14,0.512352153320315,-0.25038883804030504
1006,7,41,19,0.5123222802734386,-0.25094218283265185
8586,19,23,15,0.5123179803466772,-0.2503819939089833
7860,17,60,9,0.5123101605224595,-0.2503071542354375
5337,14,25,14,0.5123093951416003,-0.25128678556350875
7882,18,20,15,0.5122871777343748,-0.2510189998907888
6805,16,35,10,0.5122350164794895,-0.24974548658730597
7171,16,58,8,0.5122195892334007,-0.25129463496175863
2808,10,31,13,0.5118665478515638,-0.25205620558848196
5343,14,25,20,0.5118546759033201,-0.25050862347500263
4636,13,22,17,0.5118543682861328,-0.2511742069759817
6741,16,31,10,0.5116758007812481,-0.2510854368070761
6773,16,33,10,0.5116064678955058,-0.2498861124199411
1166,7,51,19,0.5115845574951188,-0.2522789273909708
2891,10,36,16,0.511369592285156,-0.2511063758912076
9221,20,23,10,0.5112114886474632,-0.25156300619267913
5463,14,33,12,0.511022584838867,-0.25192935483045126
2875,10,35,16,0.5109183752441386,-0.2511699116684126
7896,18,21,13,0.5108835321044909,-0.25190594074013256
8338,18,49,7,0.5107607348632797,-0.25373513804358183
5941,15,22,10,0.5107596215820313,-0.25256317551600455
2666,10,22,15,0.5107596215820313,-0.25256317551600455
3255,10,59,12,0.5107474212646517,-0.252094537637028
4565,12,59,10,0.5107474212646517,-0.252094537637028
4639,13,22,20,0.510519524536135,-0.25208586537795363
3927,11,60,12,0.5100438500976568,-0.25276284669385457
3306,11,21,15,0.5098177197265646,-0.25145209753283637
2617,9,60,14,0.5097732055664047,-0.2535696647170527
6571,16,20,16,0.5096855743408191,-0.2515252907247166
1022,7,42,19,0.5096322985839846,-0.2528452073534554
9268,20,26,9,0.5095220562744149,-0.2520485848691157
5931,15,21,16,0.5094662591552735,-0.25149646270594206
7241,17,21,14,0.5094404486084014,-0.2516107135753443
4982,13,44,11,0.5094095031738277,-0.25208481445359404
5368,14,27,13,0.5093907360839827,-0.25267560613322365
9682,20,52,7,0.5093390783691393,-0.2553285926981267
7226,17,20,15,0.5092925189209004,-0.2517861114813698
7881,18,20,14,0.5088866741943386,-0.25171177920811155
4713,13,27,14,0.5087517358398443,-0.2530410688977089
9208,20,22,13,0.5087456512451181,-0.2533891078301753
9647,20,49,20,0.508701013793944,-0.25496938325064694
8692,19,30,9,0.5085992480468736,-0.25309620187246373
5324,14,24,17,0.5085269354248066,-0.25332800928295335
7289,17,24,14,0.5085269354248066,-0.25332800928295335
5403,14,29,16,0.5085246014404287,-0.2532306297752813
1899,8,56,16,0.5085187316894526,-0.2561106002558181
7929,18,23,14,0.5084584271240223,-0.2538044738518519
5309,14,23,18,0.5084584271240223,-0.2538044738518519
9695,20,52,20,0.5084528601074242,-0.2561821408958946
5669,14,46,10,0.5083954101562453,-0.2529893458263345
2811,10,31,16,0.5083362933349639,-0.25305838726212254
6632,16,24,13,0.5082403247070316,-0.2534246499973411
6947,16,44,8,0.508157698364258,-0.25480809622491724
875,7,33,16,0.5081356182861336,-0.2543979258238974
5653,14,45,10,0.5080998919677757,-0.2530731706038509
988,7,40,17,0.5079545312500002,-0.2550320622753492
7538,17,40,7,0.5077936047363273,-0.25508471985803993
3766,11,50,11,0.5076127764892565,-0.25523846529610744
3271,10,60,12,0.5075508782958966,-0.2542991925753225
4581,12,60,10,0.5075508782958966,-0.2542991925753225
4126,12,31,19,0.5075072210693374,-0.25371133710885685
7228,17,20,17,0.5074139898681679,-0.25419188045443875
8536,19,20,13,0.5068027056884764,-0.25475649693646124
2602,9,59,15,0.5066442651367192,-0.25603995607775437
9319,20,29,12,0.5066296313476565,-0.2542554158110989
3624,11,41,13,0.5064046075439439,-0.25449555939504614
4934,13,41,11,0.5064046075439439,-0.25449555939504614
5946,15,22,15,0.5063129705810553,-0.25485960480586006
3240,10,58,13,0.5063077734375002,-0.2557553981595609
5291,14,22,16,0.5060820660400385,-0.2550104828448592
3308,11,21,17,0.505877603149417,-0.25512330375110986
767,7,26,20,0.5057891839599618,-0.2556891534811071
2874,10,35,15,0.5057874938964845,-0.25502282737692594
5513,14,36,14,0.5056812316894531,-0.2548852995166108
9239,20,24,12,0.5056737945556653,-0.2550315850104153
4773,13,31,10,0.5056576586914073,-0.2566307477347038
8616,19,25,13,0.5055859790039032,-0.25609869306175104
6723,16,30,8,0.5054922332763677,-0.25701995989787796
1660,8,41,17,0.505333541870117,-0.2575712926581657
5257,14,20,14,0.5052475939941408,-0.25487956672576423
798,7,28,19,0.5051654217529301,-0.25734790936614327
3487,11,32,20,0.5050718316650389,-0.25559189989550857
367,6,42,20,0.5050379687500026,-0.25775108843446976
6137,15,34,14,0.505004730224608,-0.255409841789803
5482,14,34,15,0.505004730224608,-0.255409841789803
4602,13,20,15,0.5049842352294943,-0.2550145849799798
6340,15,47,9,0.5049799908447234,-0.2559778564017682
8771,19,35,8,0.5047930621337889,-0.2577601971955103
9379,20,33,8,0.5047804144287096,-0.2564712174020204
6754,16,32,7,0.5044842626953099,-0.2571894039935726
7238,17,21,11,0.5043957019042977,-0.2558637080717935
3962,12,21,15,0.50435132080078,-0.25548103891402163
6853,16,38,10,0.504047708740238,-0.2567508999031534
3672,11,44,13,0.5040269543457037,-0.2559543607974153
2346,9,43,15,0.5039392883300771,-0.25852967820031864
9395,20,34,8,0.5038171594238299,-0.2584676136013775
5173,13,56,10,0.5037154443359385,-0.25789371462465227
1866,8,54,15,0.5036337817382801,-0.2595638876733009
750,7,25,19,0.5036062939453149,-0.2575505691263014
5912,15,20,13,0.5035783312988279,-0.2560112622716298
6451,15,54,8,0.503551339721679,-0.25972469333546916
9107,19,56,8,0.5033333276367203,-0.25815908369053686
6292,15,44,9,0.5032250994873024,-0.2583156323882275
5589,14,41,10,0.503206671142579,-0.2564222332592474
6356,15,48,9,0.5031422998046877,-0.2568712150808977
7261,17,22,18,0.5031352642822277,-0.2569267298723456
7916,18,22,17,0.5031352642822277,-0.2569267298723456
2143,9,30,20,0.5030394897460916,-0.25720338501003515
3049,10,46,14,0.5029492706298803,-0.25675393405179453
4095,12,29,20,0.5029216210937493,-0.25674342272249756
4686,13,25,19,0.5028846734619147,-0.2575144916468892
9410,20,35,7,0.5028609686279306,-0.2591442684586872
8087,18,33,12,0.5027861614990232,-0.2570184823412095
8554,19,21,15,0.5027362322998048,-0.25789398511254147
6884,16,40,9,0.5027350665283205,-0.25898887078003646
8086,18,33,11,0.5026976098632799,-0.25762285398166457
1198,7,53,19,0.5026812701416035,-0.260280537233658
7973,18,26,10,0.5026181341552748,-0.2569362639749336
2216,9,35,13,0.5025833001708969,-0.25925185863038386
4836,13,35,9,0.5025539984130855,-0.2592539811295453
1818,8,51,15,0.5025239678955089,-0.2598640869886649
5926,15,21,11,0.5025204162597655,-0.25760438639099853
8663,19,28,12,0.5024181420898426,-0.2578944654333728
6681,16,27,14,0.5023580651855464,-0.25757483885979726
5371,14,27,16,0.5022980816650395,-0.25768765746603867
6467,15,55,8,0.5022541400146496,-0.26060190896660684
3471,11,31,20,0.5021350079345706,-0.25764428285738666
4667,13,24,16,0.5021297882080107,-0.25751678314262993
957,7,38,18,0.5021167071533245,-0.2583043745985533
8071,18,32,12,0.5020559277343759,-0.2571178893970066
3239,10,58,12,0.5020233013915983,-0.2594872514902662
4549,12,58,10,0.5020233013915983,-0.2594872514902662
9350,20,31,11,0.502015922851565,-0.25691464453989543
4015,12,24,20,0.5020082531738276,-0.25776243015468164
4149,12,33,10,0.5020043341064437,-0.25972703891780613
2839,10,33,12,0.5020043341064437,-0.25972703891780613
5302,14,23,11,0.5019827484130843,-0.2573152859060096
3337,11,23,14,0.5019827484130843,-0.2573152859060096
8370,18,51,7,0.5019399829101526,-0.2607822754545914
8679,19,29,12,0.5018966577148462,-0.2583092302691015
4141,12,32,18,0.5017996087646484,-0.25796478808478857
9300,20,28,9,0.501749729003904,-0.25855399180326855
6134,15,34,11,0.5017064019775374,-0.25815372636754896
6963,16,45,8,0.5016884252929694,-0.25937191525727304
2283,9,39,16,0.5016057794189465,-0.2598273878468889
5384,14,28,13,0.5015713055419923,-0.25831195401393364
4729,13,28,14,0.5015713055419923,-0.25831195401393364
2537,9,55,14,0.5015493432617206,-0.25879647337834794
1344,8,22,5,0.501449374389648,-0.254428110778105
891,7,34,16,0.501396672363281,-0.25912350317125477
6730,16,30,15,0.5012895092773448,-0.2588327470118302
4621,13,21,18,0.5011311090087924,-0.2580618142935588
1707,8,44,16,0.5011000799560508,-0.2599441121594843
3976,12,22,13,0.5011000573730482,-0.2587354907710962
4631,13,22,12,0.5011000573730482,-0.2587354907710962
8227,18,42,8,0.5010378265380848,-0.2603201173586234
8582,19,23,11,0.5010357202148447,-0.25803115403555066
6900,16,41,9,0.5008359698486334,-0.2599916856365545
6792,16,34,13,0.5007979394531255,-0.2582515310608142
975,7,39,20,0.5007651770019497,-0.2595794485631419
1884,8,55,17,0.5006448565673811,-0.26022709481270956
9443,20,37,8,0.500628168334961,-0.26011736134687147
8242,18,43,7,0.5006084393310574,-0.25955967611930053
860,7,32,17,0.5005929718017563,-0.260516069010739
2855,10,34,12,0.5005697357177717,-0.26042314893496793
4165,12,34,10,0.5005697357177717,-0.26042314893496793
1183,7,52,20,0.500543641357421,-0.261294567212067
6663,16,26,12,0.5005314923095681,-0.2590838282301607
9255,20,25,12,0.5004171191406249,-0.2589688189144444
1676,8,42,17,0.5003246234130868,-0.2602400086660461
829,7,30,18,0.5003090789794945,-0.26062438959340456
8615,19,25,12,0.5002990527343767,-0.2586387920155983
6105,15,32,14,0.5002959680175791,-0.25836220406365895
2552,9,56,13,0.500291182250977,-0.2617249738335289
5172,13,56,9,0.500291182250977,-0.2617249738335289
7651,17,47,8,0.500110114746093,-0.2607121377489711
1613,8,38,18,0.4999561010742208,-0.26133117325051347
6770,16,33,7,0.4998828802490231,-0.26008701668014067
5934,15,21,19,0.49980213317871097,-0.26002978152348905
6168,15,36,13,0.499584329833986,-0.25931813623264927
9102,19,55,19,0.4995749584960949,-0.26257004800258255
9741,20,55,18,0.4995749584960949,-0.26257004800258255
8447,18,55,20,0.4995749584960949,-0.26257004800258255
2620,9,60,17,0.4995441339111331,-0.2615990416586809
3208,10,56,13,0.49953380859375013,-0.26079670397448174
2586,9,58,15,0.4995225317382826,-0.26111612799642014
8818,19,38,7,0.4993772839355471,-0.2604059820546101
3894,11,58,11,0.4993664031982401,-0.2611955787282211
4157,12,33,18,0.4993652471923834,-0.259601665779664
7714,17,51,7,0.49930246826171926,-0.26219042642741924
2618,9,60,15,0.4992908142089855,-0.2616241780111764
4422,12,50,11,0.4992264239501946,-0.2598888769411629
3767,11,50,12,0.4992264239501946,-0.2598888769411629
1133,7,49,18,0.4990827355957018,-0.2631018676188352
5558,14,39,11,0.49894739624023693,-0.2601690532198107
4485,12,54,10,0.4989391143798811,-0.2611647910524518
3175,10,54,12,0.4989391143798811,-0.2611647910524518
8610,19,25,7,0.49884215759277684,-0.26103654582251506
9764,20,57,9,0.49879988952636767,-0.2613552153414033
1723,8,45,16,0.49872162353515836,-0.26174829199000516
4153,12,33,14,0.4986771484374974,-0.2600479660079449
1900,8,56,17,0.49835321594237997,-0.261627079500832
1630,8,39,19,0.49821393554687343,-0.2624026622539093
3514,11,34,15,0.49816256958007654,-0.2607343802005402
5417,14,30,14,0.49812520263671906,-0.26031296641346857
7204,16,60,9,0.49811880920410384,-0.26237521800248104
6122,15,33,15,0.4979119006347659,-0.2613340075331597
6807,16,35,12,0.4978942681884757,-0.26099711670277764
7989,18,27,10,0.49787031799316445,-0.2613983114565562
7091,16,53,8,0.49780909423828296,-0.26376717079929873
6308,15,45,9,0.49774971557617154,-0.2623023316144381
3501,11,33,18,0.49765511047363153,-0.26123148679639546
5415,14,30,12,0.49712550598144306,-0.26186620640522534
5916,15,20,17,0.49712399230956816,-0.2617221019906335
4858,13,36,15,0.4970706146240229,-0.26106201199915197
3230,10,57,19,0.49706448547363186,-0.2626366615511685
5189,13,57,10,0.4970616833496115,-0.26247124774048686
9583,20,45,20,0.49703215515136506,-0.2633028311203935
9567,20,44,20,0.49702872497558587,-0.263533711166873
8758,19,34,11,0.4969059851074216,-0.2609161400282716
2843,10,33,16,0.49689363220214644,-0.2621887471992174
5276,14,21,17,0.4968417205810536,-0.26220344925030004
5261,14,20,18,0.49679094848633043,-0.26204712688663767
8676,19,29,9,0.49675004821777674,-0.2614507544634206
6075,15,30,16,0.4966736218261693,-0.26244706406573914
8517,18,60,10,0.49665053100586126,-0.263027313557731
1566,8,35,19,0.49664490722656557,-0.263243814193266
1882,8,55,15,0.4966241345214852,-0.26417035120893695
4187,12,35,16,0.4964920513916032,-0.26162965660859044
9125,19,57,10,0.496439607543944,-0.26294649337482445
943,7,37,20,0.49634514038086053,-0.2627214519075907
1931,8,58,16,0.4960752593994147,-0.26298666199151566
3033,10,45,14,0.49606404846191526,-0.2632081206398622
8658,19,28,7,0.4959710852050765,-0.26395251791292224
9172,19,60,9,0.495938337402341,-0.263444178231267
3932,11,60,17,0.4959342828369137,-0.2630628635557175
7587,17,43,8,0.4958596179199215,-0.2634065615277584
3277,10,60,18,0.4958488012695264,-0.2633353346944816
2575,9,57,20,0.49579684020996234,-0.26342274994279763
1693,8,43,18,0.49563247863769466,-0.26331600701457897
6786,16,34,7,0.49552854064941476,-0.263378907076813
8613,19,25,10,0.4954531231689488,-0.26276776391499984
2236,9,36,17,0.4953905389404302,-0.26423619294159667
8354,18,50,7,0.49534431823730596,-0.2654199145530002
6197,15,38,10,0.49515695373535057,-0.26225423825306565
6566,16,20,11,0.49511085083007955,-0.26318918059131446
9087,19,54,20,0.4948858123779313,-0.2656633856864481
9726,20,54,19,0.4948858123779313,-0.2656633856864481
7899,18,21,16,0.49483234558105543,-0.26313365798879446
3291,11,20,16,0.49476295349121235,-0.2633180106751487
6589,16,21,18,0.4947619598388626,-0.2630287651899301
3910,11,59,11,0.4947247326660151,-0.2647619790194595
8034,18,30,7,0.4946924450683585,-0.2648010321124835
9522,20,42,7,0.4946329437255841,-0.264244699065162
4633,13,22,14,0.4943525482177722,-0.26422347403780355
9304,20,28,13,0.4942804113769539,-0.26379927138688886
911,7,35,20,0.4942726495361318,-0.2653557232181797
4731,13,28,16,0.4941385125732422,-0.26405142297659057
2079,9,26,20,0.4941374371337873,-0.26355815177035213
8556,19,21,17,0.49409464904785017,-0.2647688691069544
7246,17,21,19,0.49409464904785017,-0.2647688691069544
9427,20,36,8,0.4939160455322257,-0.26507964323114025
6696,16,28,13,0.4939068066406249,-0.26381011571337143
1561,8,35,14,0.4937171722412121,-0.26481561029344153
4616,13,21,13,0.4936967681884762,-0.26411618873367704
7978,18,26,15,0.4934673474121114,-0.2653574424536127
6013,15,26,18,0.4934673474121114,-0.2653574424536127
2687,10,23,20,0.49342797424316237,-0.2641265387858475
